"codice","descrizione"
"76413","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 750-999 grammi"
"76414","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 1000-1249 grammi"
"76415","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 1250-1499 grammi"
"76416","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 1500-1749 grammi"
"76417","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 1750-1999 grammi"
"76418","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 2000-2499 grammi"
"76419","Neonato di basso peso per l’eta' gestazionale, con segni di malnutrizione fetale, di peso 2500 grammi ed oltre"
"7642","Malnutrizione fetale senza menzione di"
"76420","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso non specificato"
"76421","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso < 500 grammi"
"76422","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 500-749 grammi"
"76423","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 750-999 grammi"
"76424","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 1000-1249 grammi"
"76425","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 1250-1499 grammi"
"76426","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 1500-1749 grammi"
"76427","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 1750-1999 grammi"
"76428","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 2000-2499 grammi"
"76429","Malnutrizione fetale senza menzione di ’’peso basso per l’eta' gestazionale’’, di peso 2500 grammi ed oltre"
"7649","Distrofia fetale non specificata"
"76490","Ritardo della crescita fetale, senza specificazione del peso"
"76491","Ritardo della crescita fetale, di peso < 500 grammi"
"76492","Ritardo della crescita fetale, di peso 500-749 grammi"
"76493","Ritardo della crescita fetale, di peso 750-999 grammi"
"76494","Ritardo della crescita fetale, di peso 1000-1249 grammi"
"76495","Ritardo della crescita fetale, di peso 1250-1499 grammi"
"76496","Ritardo della crescita fetale, di peso 1500-1749 grammi"
"76497","Ritardo della crescita fetale, di peso 1750-1999 grammi"
"76498","Ritardo della crescita fetale, di peso 2000-2499 grammi"
"76499","Ritardo della crescita fetale, di peso 2500 grammi ed oltre"
"765","Problemi relativi a bassa eta' gestazionale e basso peso alla nascita"
"7650","Immaturita' estrema del neonato"
"76500","Estrema immaturita' del neonato, di peso non specificato"
"76501","Estrema immaturita' del neonato, di peso < 500 grammi"
"76502","Estrema immaturita' del neonato, di peso 500-749 grammi"
"76503","Estrema immaturita' del neonato, di peso 750-999 grammi"
"76504","Estrema immaturita' del neonato, di peso 1000-1249 grammi"
"76505","Estrema immaturita' del neonato, di peso 1250-1499 grammi"
"76506","Estrema immaturita' del neonato, di peso 1500-1749 grammi"
"76507","Estrema immaturita' del neonato, di peso 1750-1999 grammi"
"76508","Estrema immaturita' del neonato, di peso 2000-2499 grammi"
"76509","Disturbi relativi ad immaturita' del neonato, di peso superiore a 2499 grammi"
"7651","Disturbi relativi ad altri neonati pretermine"
"76510","Disturbi relativi ad altri neonati pretermine di peso non specificato"
"76511","Disturbi relativi ad altri neonati pretermine, di peso < 500 grammi"
"76512","Disturbi relativi ad altri neonati pretermine, di peso 500-749 grammi"
"76513","Disturbi relativi ad altri neonati pretermine, di peso 750-999 grammi"
"76514","Disturbi relativi ad altri neonati pretermine, di peso 1000-1249 grammi"
"76515","Disturbi relativi ad altri neonati pretermine, di peso 1250-1499 grammi"
"76516","Disturbi relativi ad altri neonati pretermine, di peso 1500-1749 grammi"
"76517","Disturbi relativi ad altri neonati pretermine, di peso 1750-1999"
"76518","Disturbi relativi ad altri neonati pretermine, di peso 2000-2499"
"76519","Disturbi relativi ad altri neonati pretermine, di peso 2500 grammi ed oltre"
"7652","Settimane di gestazione"
"76520","Settimane di gestazione non specificate"
"76521","Meno di 24 settimane complete di gestazione"
"76522","24 settimane complete di gestazione"
"76523","25-26 settimane complete di gestazione"
"76524","27-28 settimane complete di gestazione"
"76525","29-30 settimane complete di gestazione"
"76526","31-32 settimane complete di gestazione"
"76527","33-34 settimane complete di gestazione"
"76528","35-36 settimane complete di gestazione"
"76529","37 o piu' settimane complete di gestazione"
"766","Problemi relativi a gravidanza protratta e macrosomia"
"7660","Macrosomia del neonato, dovuto a gestazione prolungata"
"7661","Neonato di peso elevato per l’eta' gestazionale qualunque sia la durata della gravidanza"
"7662","Neonato post termine, di peso non elevato per l’eta' gestazionale"
"76621","Neonato post termine"
"76622","Neonato da gravidanza protratta"
"767","Traumi ostetrici"
"7670","Emorragia subdurale e cerebrale dovuta a trauma ostetrico"
"7671","Lesioni del cuoio capelluto dovute a trauma ostetrico"
"76711","Emorragia epicranica subaponeurotica (massiva)"
"76719","Altre lesioni del cuoio capelluto dovute a trauma ostetrico"
"7672","Frattura ostetrica della clavicola"
"7673","Altre lesioni scheletriche dovute a trauma ostetrico"
"7674","Lesione della colonna vertebrale e del midollo spinale dovute a trauma ostetrico"
"7675","Lesione del nervo facciale dovute a trauma ostetrico"
"7676","Lesione del plesso brachiale dovute a trauma ostetrico"
"7677","Altre lesioni dei nervi cranici e periferici dovute a trauma ostetrico"
"7678","Altro trauma ostetrico specificato"
"7679","Trauma ostetrico non specificato"
"768","Ipossia intrauterina e asfissia alla nascita"
"7680","Morte fetale da asfissia o anossia prima dell’inizio del travaglio o in un momento non specificato"
"7681","Morte fetale da asfissia o anossia durante il travaglio"
"7682","Sofferenza fetale in nato vivo, diagnosticata prima dell’inizio del travaglio"
"7683","Sofferenza fetale in nato vivo diagnosticata durante il travaglio e il parto"
"7684","Sofferenza fetale in nato vivo, non definita rispetto al momento di insorgenza"
"7685","Asfissia grave alla nascita"
"7686","Asfissia lieve o moderata alla nascita"
"7687","Encefalopatia ipossico-ischemica"
"7689","Asfissia alla nascita, di gravita' non definita, in nato vivo"
"769","Sindrome da distress respiratorio neonatale"
"770","Altre malattie respiratorie del feto e del neonato"
"7700","Polmonite congenita"
"7701","Aspirazione fetale e neonatale"
"77010","Aspirazione fetale e neonatale, non specificata"
"77011","Aspirazione di meconio senza sintomi respiratori"
"77012","Aspirazione di meconio con sintomi respiratori"
"77013","Aspirazione di liquido amniotico limpido senza sintomi respiratori"
"77014","Aspirazione di liquido amniotico limpido con sintomi respiratori"
"77015","Aspirazione di sangue senza sintomi respiratori"
"77016","Aspirazione di sangue con sintomi respiratori"
"77017","Altra tipologia di aspirazione fetale e neonatale senza sintomi respiratori"
"77018","Altro tipo di aspirazione fetale e neonatale con sintomi respiratori"
"7702","Enfisema interstiziale e manifestazioni morbose correlate insorte nel periodo perinatale"
"7703","Emorragia polmonare del feto o del neonato insorta nel periodo perinatale"
"7704","Atelettasia primaria del neonato"
"7705","Altra e non specificata atelettasia del neonato insorta nel periodo perinatale"
"7706","Tachipnea transitoria del neonato"
"7707","Malattia respiratoria cronica insorta nel periodo perinatale"
"7708","Altri problemi respiratori del neonato"
"77081","Apnea primaria del neonato"
"77082","Altra tipologia di apnea del neonato"
"77083","Crisi di cianosi del neonato"
"77084","Insufficienza respiratoria del neonato"
"77085","Aspirazione del contenuto gastrico in fase post-natale senza sintomi respiratori"
"77086","Aspirazione del contenuto gastrico in fase post-natale con sintomi respiratori"
"77087","Arresto respiratorio del neonato"
"77088","Ipossiemia del neonato"
"77089","Altri problemi respiratori dopo la nascita"
"7709","Problema respiratorio non specificato del feto o del neonato"
"771","Infezioni specifiche del periodo perinatale"
"7710","Rosolia congenita"
"7711","Infezione congenita da virus citomegalico"
"7712","Altre infezioni congenite, specifiche del periodo perinatale"
"7713","Tetano del neonato"
"7714","Onfalite del neonato"
"7715","Mastite infettiva neonatale"
"7716","Congiuntivite e dacriocistite neonatali"
"7717","Infezione neonatale da Candida"
"7718","Altri tipi di infezioni specifiche del periodo perinatale"
"77181","Setticemia (sepsi) del neonato"
"77182","Infezioni delle vie urinarie del neonato"
"77183","Batteriemia neonatale"
"77189","Altre infezioni specifiche del periodo perinatale"
"772","Emorragia fetale e neonatale"
"7720","Emorragia fetale"
"7721","Emorragia intraventricolare"
"77210","Grado non specificato"
"77211","Grado I"
"77212","Grado II"
"77213","Grado III"
"77214","Grado IV"
"7722","Emorragia subaracnoidea"
"7723","Emorragia ombelicale verificatasi dopo la nascita"
"7724","Emorragia gastrointestinale del feto o del neonato"
"7725","Emorragia surrenalica del feto o del neonato"
"7726","Emorragia cutanea del feto o del neonato"
"7728","Altra emorragia specificata del feto o del neonato"
"7729","Emorragia non specificata del neonato"
"773","Malattia emolitica del feto o del neonato dovuta a isoimmunizzazione materno fetale"
"7730","Malattia emolitica del feto o del neonato dovuta a isoimmunizzazione Rh"
"7731","Malattia emolitica del feto o del neonato dovuta a isoimmunizzazione ABO"
"7732","Malattia emolitica del feto o del neonato dovuta ad altra non specificata isoimmunizzazione"
"7733","Idrope fetale da isoimmunizzazione"
"7734","Kernicterus del feto o del neonato da isoimmunizzazione"
"7735","Anemia tardiva del feto o del neonato dovuta a isoimmunizzazione"
"774","Altro ittero perinatale"
"7740","Ittero perinatale da anemie emolitiche ereditarie"
"7741","Ittero perinatale da altre emolisi massive"
"7742","Ittero neonatale associato a parto pretermine"
"7743","Ittero neonatale da ritardo della coniugazione"
"77430","Ittero neonatale da ritardo della coniugazione con causa non specificata"
"77431","Ittero neonatale da ritardo della coniugazione, da malattia classificata altrove"
"77439","Ittero neonatale dovuto ad altro ritardo della coniugazione"
"7744","Ittero perinatale da danno epatocellulare"
"7745","Ittero perinatale da altre cause"
"7746","Ittero fetale e neonatale non specificato"
"7747","Kernicterus del feto o del neonato non dovuto a isoimmunizzazione"
"775","Disturbi endocrini e metabolici specifici del feto e del neonato"
"7750","Sindrome del neonato di madre diabetica"
"7751","Diabete mellito neonatale"
"7752","Miastenia grave neonatale"
"7753","Tireotossicosi neonatale"
"7754","Ipocalcemia e ipomagnesemia neonatali"
"7755","Altri disturbi elettrolitici transitori del neonato"
"7756","Ipoglicemia neonatale"
"7757","Acidosi metabolica tardiva del neonato"
"7758","Altri disturbi endocrini e metabolici del neonato"
"77581","Altra tipologia di acidosi del neonato"
"77589","Disordini del metabolismo aminoacidico descritti come transitori"
"7759","Disturbi endocrini e metabolici non specificati, del feto e del neonato"
"776","Disturbi ematologici del feto e del neonato"
"7760","Malattia emorragica del neonato"
"7761","Trombocitopenia neonatale transitoria"
"7762","Coagulazione intravascolare disseminata del neonato"
"7763","Altri disturbi neonatali transitori della coagulazione"
"7764","Policitemia del neonato"
"7765","Anemia congenita"
"7766","Anemia del prematuro"
"7767","Neutropenia neonatale transitoria"
"7768","Altri disturbi ematologici specificati e transitori del feto o del neonato"
"7769","Disturbo ematologico non specificato del feto o del neonato"
"777","Malattie dell’apparato digerente del feto o del neonato"
"7771","Ostruzione intestinale da meconio del feto o del neonato"
"7772","Ostruzione intestinale del neonato da latte spesso"
"7773","Ematemesi e melena del neonato dovuta a ingestione di sangue materno"
"7774","Ileo transitorio del neonato"
"7775","Enterocolite necrotizzante del feto o del neonato"
"7776","Perforazione intestinale perinatale"
"7778","Altri disturbi perinatali specificati dell’apparato digestivo"
"7779","Disturbo perinatale non specificato dell’apparato digestivo"
"778","Manifestazioni morbose interessanti la cute e la regolazione termica del feto e del neonato"
"7780","Idrope fetale non da isoimmunizzazione"
"7781","Scleroderma del neonato"
"7782","Sindrome da freddo del neonato"
"7783","Altra ipotermia del neonato"
"7784","Altri disturbi della termoregolazione del neonato"
"7785","Altri e non specificati edemi del neonato"
"7786","Idrocele congenito"
"7787","Ingorgo mammario del neonato"
"7788","Altre manifestazioni morbose specificate interessanti la cute e la termoregolazione del feto e del neonato"
"7789","Condizione morbosa non specificata interessante la cute e la termoregolazione del feto e del neonato"
